,date,year,month,day,state,tests,cases,hospitalizations,deaths,month_name
4642,2020-05-23,2020,5,23,WA,3350,297,74,6,May
4643,2020-05-23,2020,5,23,WV,2039,101,0,1,May
4644,2020-05-23,2020,5,23,WI,11017,503,33,11,May
4645,2020-05-23,2020,5,23,WY,193,10,1,0,May
4646,2020-05-23,2020,5,23,,0,0,0,0,May
4647,2020-05-23,2020,5,23,,-4065,73,0,9,May
4648,2020-05-23,2020,5,23,,80,0,0,0,May
4649,2020-05-23,2020,5,23,,0,0,0,0,May
4650,2020-05-23,2020,5,23,,649,649,0,1,May
4651,2020-05-23,2020,5,23,,0,0,0,0,May
4652,2020-05-24,2020,5,24,AL,3123,389,23,5,May
4653,2020-05-24,2020,5,24,AK,1156,0,0,0,May
4654,2020-05-24,2020,5,24,AZ,6367,300,42,1,May
4655,2020-05-24,2020,5,24,AR,5534,310,8,3,May
4656,2020-05-24,2020,5,24,CA,67439,2079,0,66,May
4657,2020-05-24,2020,5,24,CO,3379,210,14,5,May
4658,2020-05-24,2020,5,24,CT,3400,446,0,18,May
4659,2020-05-24,2020,5,24,DE,2286,119,0,6,May
4660,2020-05-24,2020,5,24,FL,15706,545,71,4,May
4661,2020-05-24,2020,5,24,GA,16663,706,28,13,May
4662,2020-05-24,2020,5,24,HI,846,1,0,0,May
4663,2020-05-24,2020,5,24,ID,797,31,0,0,May
4664,2020-05-24,2020,5,24,IL,25674,2508,0,66,May
4665,2020-05-24,2020,5,24,IN,3396,475,0,33,May
4666,2020-05-24,2020,5,24,IA,3815,359,0,10,May
4667,2020-05-24,2020,5,24,KS,0,0,0,0,May
4668,2020-05-24,2020,5,24,KY,-1602,145,55,0,May
4669,2020-05-24,2020,5,24,LA,1589,129,0,22,May
4670,2020-05-24,2020,5,24,ME,1428,42,9,1,May
4671,2020-05-24,2020,5,24,MD,6731,818,114,35,May
4672,2020-05-24,2020,5,24,MA,5559,1013,48,68,May
4673,2020-05-24,2020,5,24,MI,11929,164,0,28,May
4674,2020-05-24,2020,5,24,MN,6981,356,54,17,May
4675,2020-05-24,2020,5,24,MS,3682,247,27,9,May
4676,2020-05-24,2020,5,24,MO,682,236,0,5,May
4677,2020-05-24,2020,5,24,MT,729,0,0,0,May
4678,2020-05-24,2020,5,24,NE,1659,327,0,0,May
4679,2020-05-24,2020,5,24,NV,2775,74,0,4,May
4680,2020-05-24,2020,5,24,NH,3365,60,0,1,May
4681,2020-05-24,2020,5,24,NJ,25077,1055,0,54,May
4682,2020-05-24,2020,5,24,NM,4362,148,104,9,May
4683,2020-05-24,2020,5,24,NY,47765,1589,0,109,May
4684,2020-05-24,2020,5,24,NC,9046,497,0,7,May
4685,2020-05-24,2020,5,24,ND,2281,54,2,1,May
4686,2020-05-24,2020,5,24,OH,11533,503,39,13,May
4687,2020-05-24,2020,5,24,OK,77,77,12,0,May
4688,2020-05-24,2020,5,24,OR,4307,24,3,0,May
4689,2020-05-24,2020,5,24,PA,9182,730,0,28,May
4690,2020-05-24,2020,5,24,RI,2982,84,23,11,May
4691,2020-05-24,2020,5,24,SC,5037,201,0,10,May
4692,2020-05-24,2020,5,24,SD,1173,95,6,0,May
4693,2020-05-24,2020,5,24,TN,9818,356,10,7,May
4694,2020-05-24,2020,5,24,TX,22461,839,0,0,May
4695,2020-05-24,2020,5,24,UT,4112,132,12,0,May
4696,2020-05-24,2020,5,24,VT,1208,3,0,0,May
4697,2020-05-24,2020,5,24,VA,7319,495,33,12,May
4698,2020-05-24,2020,5,24,WA,2823,313,26,5,May
4699,2020-05-24,2020,5,24,WV,1531,42,0,0,May
4700,2020-05-24,2020,5,24,WI,11497,410,23,3,May
4701,2020-05-24,2020,5,24,WY,156,25,1,0,May
4702,2020-05-24,2020,5,24,,0,0,0,0,May
4703,2020-05-24,2020,5,24,,1875,0,0,0,May
4704,2020-05-24,2020,5,24,,210,1,0,0,May
4705,2020-05-24,2020,5,24,,439,0,0,0,May
4706,2020-05-24,2020,5,24,,-640,-640,0,0,May
4707,2020-05-24,2020,5,24,,0,0,0,0,May
4708,2020-05-25,2020,5,25,AL,4516,403,17,11,May
4709,2020-05-25,2020,5,25,AK,965,1,0,0,May
4710,2020-05-25,2020,5,25,AZ,3387,222,51,6,May
4711,2020-05-25,2020,5,25,AR,3041,107,7,1,May
4712,2020-05-25,2020,5,25,CA,61357,1848,0,21,May
4713,2020-05-25,2020,5,25,CO,4033,95,9,1,May
4714,2020-05-25,2020,5,25,CT,2570,405,0,49,May
4715,2020-05-25,2020,5,25,DE,1130,156,0,5,May
4716,2020-05-25,2020,5,25,FL,37478,980,43,15,May
4717,2020-05-25,2020,5,25,GA,21337,506,36,6,May
4718,2020-05-25,2020,5,25,HI,724,0,0,0,May
4719,2020-05-25,2020,5,25,ID,0,0,0,0,May
4720,2020-05-25,2020,5,25,IL,21643,1713,0,28,May
4721,2020-05-25,2020,5,25,IN,2237,339,0,0,May
4722,2020-05-25,2020,5,25,IA,4959,325,0,5,May
4723,2020-05-25,2020,5,25,KS,4965,260,13,3,May
4724,2020-05-25,2020,5,25,KY,0,0,0,0,May
4725,2020-05-25,2020,5,25,LA,14862,640,0,0,May
4726,2020-05-25,2020,5,25,ME,681,19,5,0,May
4727,2020-05-25,2020,5,25,MD,10831,839,153,38,May
4728,2020-05-25,2020,5,25,MA,4566,596,31,44,May
4729,2020-05-25,2020,5,25,MI,9557,175,0,38,May
4730,2020-05-25,2020,5,25,MN,6653,403,88,12,May
4731,2020-05-25,2020,5,25,MS,6015,206,23,10,May
4732,2020-05-25,2020,5,25,MO,10388,179,0,4,May
4733,2020-05-25,2020,5,25,MT,301,0,0,0,May
4734,2020-05-25,2020,5,25,NE,3870,145,0,3,May
4735,2020-05-25,2020,5,25,NV,1289,109,0,2,May
4736,2020-05-25,2020,5,25,NH,2104,48,1,1,May
4737,2020-05-25,2020,5,25,NJ,19995,943,0,15,May
4738,2020-05-25,2020,5,25,NM,3880,83,21,3,May
4739,2020-05-25,2020,5,25,NY,39623,1249,0,97,May
4740,2020-05-25,2020,5,25,NC,7154,742,0,10,May
4741,2020-05-25,2020,5,25,ND,1925,40,2,1,May
4742,2020-05-25,2020,5,25,OH,8981,566,35,18,May
4743,2020-05-25,2020,5,25,OK,53,53,0,2,May
4744,2020-05-25,2020,5,25,OR,3223,39,2,1,May
4745,2020-05-25,2020,5,25,PA,8637,473,0,15,May
4746,2020-05-25,2020,5,25,RI,1521,70,0,0,May
4747,2020-05-25,2020,5,25,SC,2073,82,0,5,May
4748,2020-05-25,2020,5,25,SD,1523,23,6,0,May
4749,2020-05-25,2020,5,25,TN,12643,462,11,2,May
4750,2020-05-25,2020,5,25,TX,24893,623,0,21,May
4751,2020-05-25,2020,5,25,UT,2776,129,4,1,May
4752,2020-05-25,2020,5,25,VT,883,6,0,0,May
4753,2020-05-25,2020,5,25,VA,7585,1483,55,37,May
4754,2020-05-25,2020,5,25,WA,3303,151,31,6,May
4755,2020-05-25,2020,5,25,WV,774,15,0,0,May
4756,2020-05-25,2020,5,25,WI,11661,318,24,4,May
4757,2020-05-25,2020,5,25,WY,176,5,1,0,May
4758,2020-05-25,2020,5,25,,0,0,0,0,May
4759,2020-05-25,2020,5,25,,0,259,0,13,May
4760,2020-05-25,2020,5,25,,0,0,0,0,May
4761,2020-05-25,2020,5,25,,0,0,0,0,May
4762,2020-05-25,2020,5,25,,10,10,0,2,May
4763,2020-05-25,2020,5,25,,0,0,0,0,May
4764,2020-05-26,2020,5,26,AL,3444,666,42,13,May
4765,2020-05-26,2020,5,26,AK,492,2,0,0,May
4766,2020-05-26,2020,5,26,AZ,3181,222,45,1,May
4767,2020-05-26,2020,5,26,AR,0,151,12,2,May
4768,2020-05-26,2020,5,26,CA,52294,2175,0,19,May
4769,2020-05-26,2020,5,26,CO,4175,296,32,19,May
4770,2020-05-26,2020,5,26,CT,2255,430,0,27,May
4771,2020-05-26,2020,5,26,DE,1014,101,0,8,May
4772,2020-05-26,2020,5,26,FL,18066,503,59,7,May
4773,2020-05-26,2020,5,26,GA,3672,386,72,41,May
4774,2020-05-26,2020,5,26,HI,445,0,0,0,May
4775,2020-05-26,2020,5,26,ID,0,0,0,0,May
4776,2020-05-26,2020,5,26,IL,17230,1178,0,39,May
4777,2020-05-26,2020,5,26,IN,2258,363,0,28,May
4778,2020-05-26,2020,5,26,IA,2289,126,0,19,May
4779,2020-05-26,2020,5,26,KS,0,0,0,0,May
4780,2020-05-26,2020,5,26,KY,0,0,0,0,May
4781,2020-05-26,2020,5,26,LA,10128,245,0,11,May
4782,2020-05-26,2020,5,26,ME,872,35,1,1,May
4783,2020-05-26,2020,5,26,MD,6126,535,87,38,May
4784,2020-05-26,2020,5,26,MA,15436,422,49,57,May
4785,2020-05-26,2020,5,26,MI,11988,443,0,25,May
4786,2020-05-26,2020,5,26,MN,6942,784,33,18,May
4787,2020-05-26,2020,5,26,MS,3902,273,24,17,May
4788,2020-05-26,2020,5,26,MO,3530,124,0,1,May
4789,2020-05-26,2020,5,26,MT,152,0,0,1,May
4790,2020-05-26,2020,5,26,NE,2714,221,0,0,May
4791,2020-05-26,2020,5,26,NV,1799,118,0,2,May
4792,2020-05-26,2020,5,26,NH,2433,34,1,4,May
4793,2020-05-26,2020,5,26,NJ,12099,676,16373,52,May
4794,2020-05-26,2020,5,26,NM,3285,104,18,5,May
4795,2020-05-26,2020,5,26,NY,34679,1072,0,76,May
4796,2020-05-26,2020,5,26,NC,7748,176,0,12,May
4797,2020-05-26,2020,5,26,ND,920,43,2,0,May
4798,2020-05-26,2020,5,26,OH,8497,529,68,15,May
4799,2020-05-26,2020,5,26,OK,-1092,47,3,5,May
4800,2020-05-26,2020,5,26,OR,2684,22,5,0,May
4801,2020-05-26,2020,5,26,PA,6442,451,0,13,May
4802,2020-05-26,2020,5,26,RI,1519,154,33,26,May
4803,2020-05-26,2020,5,26,SC,6714,238,84,6,May
4804,2020-05-26,2020,5,26,SD,1438,67,8,0,May
4805,2020-05-26,2020,5,26,TN,7285,358,15,5,May
4806,2020-05-26,2020,5,26,TX,16093,589,0,9,May
4807,2020-05-26,2020,5,26,UT,2276,99,4,3,May
4808,2020-05-26,2020,5,26,VT,672,5,0,0,May
4809,2020-05-26,2020,5,26,VA,5226,1615,56,28,May
4810,2020-05-26,2020,5,26,WA,8770,102,3,9,May
4811,2020-05-26,2020,5,26,WV,1109,80,0,2,May
4812,2020-05-26,2020,5,26,WI,9984,296,23,3,May
4813,2020-05-26,2020,5,26,WY,841,7,3,1,May
4814,2020-05-26,2020,5,26,,0,0,0,0,May
4815,2020-05-26,2020,5,26,,1252,109,0,0,May
4816,2020-05-26,2020,5,26,,115,3,0,0,May
4817,2020-05-26,2020,5,26,,183,0,0,0,May
4818,2020-05-26,2020,5,26,,1,1,0,0,May
4819,2020-05-26,2020,5,26,,82,0,0,0,May
4820,2020-05-27,2020,5,27,AL,2035,447,48,6,May
4821,2020-05-27,2020,5,27,AK,1399,1,0,0,May
4822,2020-05-27,2020,5,27,AZ,9151,479,50,24,May
4823,2020-05-27,2020,5,27,AR,3877,97,10,1,May
4824,2020-05-27,2020,5,27,CA,40498,2247,0,70,May
4825,2020-05-27,2020,5,27,CO,4440,202,36,40,May
4826,2020-05-27,2020,5,27,CT,9022,-15,0,34,May
4827,2020-05-27,2020,5,27,DE,1744,30,0,9,May
4828,2020-05-27,2020,5,27,FL,13972,475,159,62,May
4829,2020-05-27,2020,5,27,GA,7524,691,119,36,May
4830,2020-05-27,2020,5,27,HI,454,0,-1,0,May
4831,2020-05-27,2020,5,27,ID,1609,73,6,2,May
4832,2020-05-27,2020,5,27,IL,17179,1111,0,160,May
4833,2020-05-27,2020,5,27,IN,9869,359,0,26,May
4834,2020-05-27,2020,5,27,IA,4522,657,0,13,May
4835,2020-05-27,2020,5,27,KS,3089,119,22,17,May
4836,2020-05-27,2020,5,27,KY,12212,506,5,9,May
4837,2020-05-27,2020,5,27,LA,6621,443,0,21,May
4838,2020-05-27,2020,5,27,ME,904,28,2,2,May
4839,2020-05-27,2020,5,27,MD,10556,736,102,41,May
4840,2020-05-27,2020,5,27,MA,13943,527,104,74,May
4841,2020-05-27,2020,5,27,MI,18587,386,0,24,May
4842,2020-05-27,2020,5,27,MN,9527,680,87,34,May
4843,2020-05-27,2020,5,27,MS,313,313,36,18,May
4844,2020-05-27,2020,5,27,MO,0,201,0,10,May
4845,2020-05-27,2020,5,27,MT,1809,2,1,0,May
4846,2020-05-27,2020,5,27,NE,1976,264,0,3,May
4847,2020-05-27,2020,5,27,NV,6450,116,0,4,May
4848,2020-05-27,2020,5,27,NH,1802,55,5,9,May
4849,2020-05-27,2020,5,27,NJ,24449,880,224,151,May
4850,2020-05-27,2020,5,27,NM,-1103,122,0,4,May
4851,2020-05-27,2020,5,27,NY,37416,1129,0,79,May
4852,2020-05-27,2020,5,27,NC,3571,488,0,28,May
4853,2020-05-27,2020,5,27,ND,1000,17,5,5,May
4854,2020-05-27,2020,5,27,OH,7620,433,121,42,May
4855,2020-05-27,2020,5,27,OK,18697,92,0,4,May
4856,2020-05-27,2020,5,27,OR,2932,18,5,0,May
4857,2020-05-27,2020,5,27,PA,13587,780,0,113,May
4858,2020-05-27,2020,5,27,RI,2904,133,11,21,May
4859,2020-05-27,2020,5,27,SC,2949,207,0,20,May
4860,2020-05-27,2020,5,27,SD,673,57,13,4,May
4861,2020-05-27,2020,5,27,TN,6126,341,38,10,May
4862,2020-05-27,2020,5,27,TX,41047,1361,0,26,May
4863,2020-05-27,2020,5,27,UT,3349,86,20,4,May
4864,2020-05-27,2020,5,27,VT,236,2,0,0,May
4865,2020-05-27,2020,5,27,VA,11501,907,60,45,May
4866,2020-05-27,2020,5,27,WA,7309,149,48,8,May
4867,2020-05-27,2020,5,27,WV,977,13,0,0,May
4868,2020-05-27,2020,5,27,WI,13635,646,49,22,May
4869,2020-05-27,2020,5,27,WY,975,10,0,0,May
4870,2020-05-27,2020,5,27,,50,0,0,0,May
4871,2020-05-27,2020,5,27,,642,72,0,5,May
4872,2020-05-27,2020,5,27,,1,1,0,0,May
4873,2020-05-27,2020,5,27,,260,0,0,0,May
4874,2020-05-27,2020,5,27,,19,19,0,0,May
4875,2020-05-27,2020,5,27,,17,0,0,0,May
4876,2020-05-28,2020,5,28,AL,4687,467,46,9,May
4877,2020-05-28,2020,5,28,AK,1607,13,0,0,May
4878,2020-05-28,2020,5,28,AZ,8255,501,51,26,May
4879,2020-05-28,2020,5,28,AR,3142,261,13,0,May
4880,2020-05-28,2020,5,28,CA,53665,2717,0,89,May
4881,2020-05-28,2020,5,28,CO,7178,354,58,29,May
4882,2020-05-28,2020,5,28,CT,8584,271,0,23,May
4883,2020-05-28,2020,5,28,DE,794,75,0,6,May
4884,2020-05-28,2020,5,28,FL,19497,614,157,46,May
4885,2020-05-28,2020,5,28,GA,7450,649,101,55,May
4886,2020-05-28,2020,5,28,HI,610,1,0,0,May
4887,2020-05-28,2020,5,28,ID,853,32,3,1,May
4888,2020-05-28,2020,5,28,IL,25993,1527,0,103,May
4889,2020-05-28,2020,5,28,IN,7944,631,0,38,May
4890,2020-05-28,2020,5,28,IA,3407,213,0,13,May
4891,2020-05-28,2020,5,28,KS,0,0,0,0,May
4892,2020-05-28,2020,5,28,KY,0,0,6,0,May
4893,2020-05-28,2020,5,28,LA,7380,305,0,18,May
4894,2020-05-28,2020,5,28,ME,1213,52,4,3,May
4895,2020-05-28,2020,5,28,MD,16354,1286,111,43,May
4896,2020-05-28,2020,5,28,MA,12813,675,126,93,May
4897,2020-05-28,2020,5,28,MI,18146,336,0,24,May
4898,2020-05-28,2020,5,28,MN,9945,571,84,35,May
4899,2020-05-28,2020,5,28,MS,8365,328,41,23,May
4900,2020-05-28,2020,5,28,MO,0,181,0,11,May
4901,2020-05-28,2020,5,28,MT,1150,4,0,0,May
4902,2020-05-28,2020,5,28,NE,3365,357,0,10,May
4903,2020-05-28,2020,5,28,NV,8213,95,0,9,May
4904,2020-05-28,2020,5,28,NH,2664,100,12,9,May
4905,2020-05-28,2020,5,28,NJ,25549,1204,181,67,May
4906,2020-05-28,2020,5,28,NM,4001,112,35,6,May
4907,2020-05-28,2020,5,28,NY,65245,1768,0,79,May
4908,2020-05-28,2020,5,28,NC,11573,784,0,33,May
4909,2020-05-28,2020,5,28,ND,1890,41,0,1,May
4910,2020-05-28,2020,5,28,OH,8782,476,111,54,May
4911,2020-05-28,2020,5,28,OK,3768,41,34,4,May
4912,2020-05-28,2020,5,28,OR,3647,71,7,0,May
4913,2020-05-28,2020,5,28,PA,10476,625,0,108,May
4914,2020-05-28,2020,5,28,RI,2341,132,15,22,May
4915,2020-05-28,2020,5,28,SC,6566,165,0,4,May
4916,2020-05-28,2020,5,28,SD,769,83,15,0,May
4917,2020-05-28,2020,5,28,TN,6359,373,42,3,May
4918,2020-05-28,2020,5,28,TX,38986,1855,0,39,May
4919,2020-05-28,2020,5,28,UT,4520,215,18,1,May
4920,2020-05-28,2020,5,28,VT,921,4,0,1,May
4921,2020-05-28,2020,5,28,VA,11757,1152,57,57,May
4922,2020-05-28,2020,5,28,WA,6822,400,56,17,May
4923,2020-05-28,2020,5,28,WV,1703,39,0,0,May
4924,2020-05-28,2020,5,28,WI,12594,564,41,11,May
4925,2020-05-28,2020,5,28,WY,1869,16,0,2,May
4926,2020-05-28,2020,5,28,,0,0,0,0,May
4927,2020-05-28,2020,5,28,,817,86,0,8,May
4928,2020-05-28,2020,5,28,,277,2,0,0,May
4929,2020-05-28,2020,5,28,,223,0,0,0,May
4930,2020-05-28,2020,5,28,,19954,20,0,2,May
4931,2020-05-28,2020,5,28,,175,0,0,0,May
4932,2020-05-29,2020,5,29,AL,8402,513,35,15,May
4933,2020-05-29,2020,5,29,AK,1469,5,1,0,May
4934,2020-05-29,2020,5,29,AZ,9146,702,58,28,May
4935,2020-05-29,2020,5,29,AR,1127,0,27,5,May
4936,2020-05-29,2020,5,29,CA,44919,2189,0,95,May
4937,2020-05-29,2020,5,29,CO,7915,492,53,15,May
4938,2020-05-29,2020,5,29,CT,8348,203,0,42,May
4939,2020-05-29,2020,5,29,DE,1052,65,0,4,May
4940,2020-05-29,2020,5,29,FL,36737,1221,187,49,May
4941,2020-05-29,2020,5,29,GA,9111,600,85,12,May
4942,2020-05-29,2020,5,29,HI,898,3,0,0,May
4943,2020-05-29,2020,5,29,ID,882,38,4,0,May
4944,2020-05-29,2020,5,29,IL,21796,1622,0,84,May
4945,2020-05-29,2020,5,29,IN,8880,490,0,42,May
4946,2020-05-29,2020,5,29,IA,4387,353,0,18,May
4947,2020-05-29,2020,5,29,KS,10461,382,20,3,May
4948,2020-05-29,2020,5,29,KY,20058,107,38,9,May
4949,2020-05-29,2020,5,29,LA,0,0,0,26,May
4950,2020-05-29,2020,5,29,ME,1420,37,6,1,May
4951,2020-05-29,2020,5,29,MD,11719,1279,87,37,May
4952,2020-05-29,2020,5,29,MA,13476,617,107,78,May
4953,2020-05-29,2020,5,29,MI,17310,319,0,27,May
4954,2020-05-29,2020,5,29,MN,10383,454,56,29,May
4955,2020-05-29,2020,5,29,MS,2476,418,61,17,May
4956,2020-05-29,2020,5,29,MO,0,122,0,31,May
4957,2020-05-29,2020,5,29,MT,1736,8,1,0,May
4958,2020-05-29,2020,5,29,NE,2083,285,0,1,May
4959,2020-05-29,2020,5,29,NV,6647,142,0,10,May
4960,2020-05-29,2020,5,29,NH,2147,106,2,6,May
4961,2020-05-29,2020,5,29,NJ,30575,1050,182,135,May
4962,2020-05-29,2020,5,29,NM,4717,129,0,9,May
4963,2020-05-29,2020,5,29,NY,67341,1551,0,58,May
4964,2020-05-29,2020,5,29,NC,10116,1076,0,32,May
4965,2020-05-29,2020,5,29,ND,2787,40,3,2,May
4966,2020-05-29,2020,5,29,OH,12092,651,136,33,May
4967,2020-05-29,2020,5,29,OK,4992,68,7,3,May
4968,2020-05-29,2020,5,29,OR,4654,48,9,3,May
4969,2020-05-29,2020,5,29,PA,12443,1297,0,91,May
4970,2020-05-29,2020,5,29,RI,3716,178,21,16,May
4971,2020-05-29,2020,5,29,SC,6008,343,16,13,May
4972,2020-05-29,2020,5,29,SD,1388,73,12,5,May
4973,2020-05-29,2020,5,29,TN,5978,406,21,4,May
4974,2020-05-29,2020,5,29,TX,34685,1230,0,25,May
4975,2020-05-29,2020,5,29,UT,4076,343,19,1,May
4976,2020-05-29,2020,5,29,VT,934,1,0,0,May
4977,2020-05-29,2020,5,29,VA,12362,1132,87,20,May
4978,2020-05-29,2020,5,29,WA,6840,351,19,11,May
4979,2020-05-29,2020,5,29,WV,3035,45,0,0,May
4980,2020-05-29,2020,5,29,WI,12077,766,47,18,May
4981,2020-05-29,2020,5,29,WY,696,15,2,0,May
4982,2020-05-29,2020,5,29,,0,0,0,0,May
4983,2020-05-29,2020,5,29,,344,46,0,7,May
4984,2020-05-29,2020,5,29,,133,0,0,0,May
4985,2020-05-29,2020,5,29,,261,0,0,0,May
4986,2020-05-29,2020,5,29,,13,13,0,1,May
4987,2020-05-29,2020,5,29,,16,0,0,0,May
4988,2020-05-30,2020,5,30,AL,3318,536,26,13,May
4989,2020-05-30,2020,5,30,AK,2256,3,0,0,May
4990,2020-05-30,2020,5,30,AZ,10822,790,53,18,May
4991,2020-05-30,2020,5,30,AR,6729,475,35,8,May
4992,2020-05-30,2020,5,30,CA,53117,2992,0,88,May
4993,2020-05-30,2020,5,30,CO,5703,485,26,7,May
4994,2020-05-30,2020,5,30,CT,7453,260,0,44,May
4995,2020-05-30,2020,5,30,DE,2709,186,0,3,May
4996,2020-05-30,2020,5,30,FL,14315,752,132,35,May
4997,2020-05-30,2020,5,30,GA,8584,616,69,29,May
4998,2020-05-30,2020,5,30,HI,980,2,0,0,May
4999,2020-05-30,2020,5,30,ID,661,34,2,0,May
5000,2020-05-30,2020,5,30,IL,25343,1462,0,60,May
5001,2020-05-30,2020,5,30,IN,9305,653,0,15,May
5002,2020-05-30,2020,5,30,IA,3103,318,0,9,May
5003,2020-05-30,2020,5,30,KS,0,0,0,0,May
5004,2020-05-30,2020,5,30,KY,6028,280,86,9,May
5005,2020-05-30,2020,5,30,LA,13792,775,0,19,May
5006,2020-05-30,2020,5,30,ME,1256,56,2,4,May
5007,2020-05-30,2020,5,30,MD,10845,1027,140,24,May
5008,2020-05-30,2020,5,30,MA,7555,789,64,50,May
5009,2020-05-30,2020,5,30,MI,16229,205,0,24,May
5010,2020-05-30,2020,5,30,MN,8436,168,75,30,May
5011,2020-05-30,2020,5,30,MS,6959,439,32,13,May
5012,2020-05-30,2020,5,30,MO,0,167,0,33,May
5013,2020-05-30,2020,5,30,MT,755,12,0,0,May
5014,2020-05-30,2020,5,30,NE,5425,393,0,6,May
5015,2020-05-30,2020,5,30,NV,7923,145,0,4,May
5016,2020-05-30,2020,5,30,NH,2732,53,9,4,May
5017,2020-05-30,2020,5,30,NJ,28911,778,161,106,May
5018,2020-05-30,2020,5,30,NM,6186,131,0,7,May
5019,2020-05-30,2020,5,30,NY,61251,1376,0,68,May
5020,2020-05-30,2020,5,30,NC,16706,1185,0,18,May
5021,2020-05-30,2020,5,30,ND,2956,34,1,1,May
5022,2020-05-30,2020,5,30,OH,11784,468,64,18,May
5023,2020-05-30,2020,5,30,OK,5720,80,0,5,May
5024,2020-05-30,2020,5,30,OR,4401,45,3,0,May
5025,2020-05-30,2020,5,30,PA,12049,692,0,73,May
5026,2020-05-30,2020,5,30,RI,4340,104,22,18,May
5027,2020-05-30,2020,5,30,SC,1262,263,0,4,May
5028,2020-05-30,2020,5,30,SD,1806,94,9,3,May
5029,2020-05-30,2020,5,30,TN,5079,481,22,4,May
5030,2020-05-30,2020,5,30,TX,39847,1332,0,0,May
5031,2020-05-30,2020,5,30,UT,4973,269,10,5,May
5032,2020-05-30,2020,5,30,VT,1495,2,0,0,May
5033,2020-05-30,2020,5,30,VA,11953,1078,72,12,May
5034,2020-05-30,2020,5,30,WA,4087,302,42,5,May
5035,2020-05-30,2020,5,30,WV,2521,23,0,1,May
5036,2020-05-30,2020,5,30,WI,12296,539,64,20,May
5037,2020-05-30,2020,5,30,WY,141,7,1,1,May
5038,2020-05-30,2020,5,30,,0,0,0,0,May
5039,2020-05-30,2020,5,30,,1771,179,0,2,May
5040,2020-05-30,2020,5,30,,7,1,0,0,May
5041,2020-05-30,2020,5,30,,324,0,0,0,May
5042,2020-05-30,2020,5,30,,7,7,0,1,May
5043,2020-05-30,2020,5,30,,0,0,0,0,May
5044,2020-05-31,2020,5,31,AL,9106,544,18,13,May
5045,2020-05-31,2020,5,31,AK,0,28,0,0,May
5046,2020-05-31,2020,5,31,AZ,9103,681,45,3,May
5047,2020-05-31,2020,5,31,AR,3018,240,9,0,May
5048,2020-05-31,2020,5,31,CA,56253,3705,0,57,May
5049,2020-05-31,2020,5,31,CO,7532,280,14,2,May
5050,2020-05-31,2020,5,31,CT,3746,179,0,32,May
5051,2020-05-31,2020,5,31,DE,2282,76,0,2,May
5052,2020-05-31,2020,5,31,FL,26713,870,78,4,May
5053,2020-05-31,2020,5,31,GA,30561,700,25,39,May
5054,2020-05-31,2020,5,31,HI,829,2,0,0,May
5055,2020-05-31,2020,5,31,ID,1264,36,2,0,May
5056,2020-05-31,2020,5,31,IL,21154,1343,0,60,May
5057,2020-05-31,2020,5,31,IN,3398,363,0,9,May
5058,2020-05-31,2020,5,31,IA,5873,308,0,3,May
5059,2020-05-31,2020,5,31,KS,0,0,0,0,May
5060,2020-05-31,2020,5,31,KY,5552,240,6,13,May
5061,2020-05-31,2020,5,31,LA,6290,339,0,6,May
5062,2020-05-31,2020,5,31,ME,1416,43,11,0,May
5063,2020-05-31,2020,5,31,MD,9412,763,119,34,May
5064,2020-05-31,2020,5,31,MA,5062,664,34,78,May
5065,2020-05-31,2020,5,31,MI,13152,247,0,16,May
5066,2020-05-31,2020,5,31,MN,6882,141,36,14,May
5067,2020-05-31,2020,5,31,MS,5905,272,32,11,May
5068,2020-05-31,2020,5,31,MO,0,185,0,1,May
5069,2020-05-31,2020,5,31,MT,514,10,0,0,May
5070,2020-05-31,2020,5,31,NE,3497,251,0,0,May
5071,2020-05-31,2020,5,31,NV,3875,98,0,5,May
5072,2020-05-31,2020,5,31,NH,1379,106,2,3,May
5073,2020-05-31,2020,5,31,NJ,846,846,76,67,May
5074,2020-05-31,2020,5,31,NM,5157,65,0,5,May
5075,2020-05-31,2020,5,31,NY,58444,1110,0,57,May
5076,2020-05-31,2020,5,31,NC,11978,916,0,9,May
5077,2020-05-31,2020,5,31,ND,2032,23,2,1,May
5078,2020-05-31,2020,5,31,OH,12259,479,38,6,May
5079,2020-05-31,2020,5,31,OK,88,88,3,0,May
5080,2020-05-31,2020,5,31,OR,5163,54,7,2,May
5081,2020-05-31,2020,5,31,PA,10015,515,0,18,May
5082,2020-05-31,2020,5,31,RI,4123,76,19,7,May
5083,2020-05-31,2020,5,31,SC,10697,467,0,7,May
5084,2020-05-31,2020,5,31,SD,2633,33,5,0,May
5085,2020-05-31,2020,5,31,TN,8931,440,18,0,May
5086,2020-05-31,2020,5,31,TX,19647,1949,0,46,May
5087,2020-05-31,2020,5,31,UT,4840,264,12,1,May
5088,2020-05-31,2020,5,31,VT,1520,4,0,0,May
5089,2020-05-31,2020,5,31,VA,9839,996,42,5,May
5090,2020-05-31,2020,5,31,WA,2922,344,25,7,May
5091,2020-05-31,2020,5,31,WV,1597,36,0,0,May
5092,2020-05-31,2020,5,31,WI,11415,182,20,4,May
5093,2020-05-31,2020,5,31,WY,203,5,0,0,May
5094,2020-05-31,2020,5,31,,0,0,0,0,May
5095,2020-05-31,2020,5,31,,854,84,0,4,May
5096,2020-05-31,2020,5,31,,0,0,0,0,May
